Date,Symbol,Close,Volume
2025-01-21,2308.TW,414.1329650878906,6449745.0
2025-01-21,2317.TW,172.2444305419922,31745824.0
2025-01-21,2330.TW,1101.99755859375,21904213.0
2025-01-21,2382.TW,256.7513122558594,12185918.0
2025-01-21,2454.TW,1409.396728515625,4428280.0
2025-01-21,2603.TW,174.49899291992188,10063298.0
2025-01-21,2609.TW,60.030513763427734,28318628.0
2025-01-22,2308.TW,429.8533020019531,9474389.0
2025-01-22,2317.TW,173.69186401367188,43634401.0
2025-01-22,2330.TW,1116.7564697265625,42960405.0
2025-01-22,2382.TW,257.2285461425781,21735937.0
2025-01-22,2454.TW,1409.396728515625,6502859.0
2025-01-22,2603.TW,177.5375213623047,9518615.0
2025-01-22,2609.TW,60.74729537963867,21327317.0
2025-02-03,2308.TW,392.0262145996094,20139532.0
2025-02-03,2317.TW,159.70001220703125,155112848.0
2025-02-03,2330.TW,1052.8013916015625,97946226.0
2025-02-03,2382.TW,231.93521118164062,56989643.0
2025-02-03,2454.TW,1443.068359375,18533177.0
2025-02-03,2603.TW,175.8012237548828,14811031.0
2025-02-03,2609.TW,59.2241325378418,28964296.0
2025-02-04,2308.TW,390.0611572265625,9534874.0
2025-02-04,2317.TW,159.21754455566406,62817481.0
2025-02-04,2330.TW,1077.3994140625,53308108.0
2025-02-04,2382.TW,224.2994842529297,58985951.0
2025-02-04,2454.TW,1433.4478759765625,8166768.0
2025-02-04,2603.TW,169.72413635253906,20603466.0
2025-02-04,2609.TW,57.79056930541992,32798192.0
2025-02-05,2308.TW,398.41259765625,6548251.0
2025-02-05,2317.TW,165.00726318359375,50787569.0
2025-02-05,2330.TW,1092.1583251953125,40385340.0
2025-02-05,2382.TW,229.07180786132812,33545796.0
2025-02-05,2454.TW,1467.1195068359375,9064753.0
2025-02-05,2603.TW,177.9716033935547,18492244.0
2025-02-05,2609.TW,60.65769577026367,33198581.0
2025-02-06,2308.TW,409.71160888671875,8811916.0
2025-02-06,2317.TW,166.9371795654297,40235011.0
2025-02-06,2330.TW,1097.0780029296875,29971252.0
2025-02-06,2382.TW,231.45797729492188,26217854.0
2025-02-06,2454.TW,1467.1195068359375,9371366.0
2025-02-06,2603.TW,177.9716033935547,5513507.0
2025-02-06,2609.TW,60.030513763427734,14100655.0
2025-02-07,2308.TW,407.7465515136719,4812142.0
2025-02-07,2317.TW,171.76194763183594,50334024.0
2025-02-07,2330.TW,1106.917236328125,27883220.0
2025-02-07,2382.TW,240.525390625,26247358.0
2025-02-07,2454.TW,1467.1195068359375,6741142.0
2025-02-07,2603.TW,178.83975219726562,11617259.0
2025-02-07,2609.TW,60.3889045715332,12988018.0
2025-02-10,2308.TW,397.4300842285156,5268719.0
2025-02-10,2317.TW,167.90213012695312,35975740.0
2025-02-10,2330.TW,1087.23876953125,28527108.0
2025-02-10,2382.TW,240.525390625,23013509.0
2025-02-10,2454.TW,1423.827392578125,8922872.0
2025-02-10,2603.TW,179.70791625976562,13557519.0
2025-02-10,2609.TW,60.74729537963867,17787685.0
2025-02-11,2308.TW,394.9737854003906,6778905.0
2025-02-11,2317.TW,172.72691345214844,69282654.0
2025-02-11,2330.TW,1092.1583251953125,18898928.0
2025-02-11,2382.TW,246.252197265625,26993684.0
2025-02-11,2454.TW,1452.6888427734375,8486272.0
2025-02-11,2603.TW,184.48275756835938,14379760.0
2025-02-11,2609.TW,60.74729537963867,18674249.0
2025-02-12,2308.TW,393.9912414550781,3916708.0
